District,Crop,Season,Year,Area_Cultivated,Rainfall,Temperature,Population,Production,Demand
Visakhapatnam,Groundnut,Summer,2012,34630,649.62,31.65,3600000,49283.63,86831.48
West Godavari,Rice,Rabi,2020,5527,608.29,35.05,4300000,14285.23,611938.87
Prakasam,Maize,Summer,2018,13247,319.67,27.0,3300000,46314.46,134664.41
Krishna,Maize,Kharif,2014,18603,624.02,25.66,4200000,80829.93,266922.14
Visakhapatnam,Rice,Kharif,2014,37563,1100.54,28.89,3600000,115276.21,426958.84
Kurnool,Maize,Summer,2020,46564,921.35,32.84,4200000,157847.48,307767.72
Krishna,Cotton,Rabi,2021,46502,430.88,25.0,4200000,29511.93,41205.74
Vizianagaram,Rice,Summer,2013,1527,832.04,32.89,3300000,4174.61,462403.97
Sri Potti Sriramulu Nellore,Cotton,Kharif,2018,3922,1103.01,28.31,3100000,3186.28,31504.99
Kurnool,Maize,Kharif,2017,6849,930.03,34.73,4200000,30379.54,231189.95
Vizianagaram,Rice,Kharif,2021,31300,433.82,22.59,3300000,106443.15,313269.43
Srikakulam,Maize,Summer,2013,28780,1081.05,32.69,3000000,89121.51,210677.06
Chittoor,Rice,Kharif,2013,46724,571.39,32.4,2000000,178031.91,187357.35
West Godavari,Maize,Rabi,2011,29140,708.67,37.05,4300000,120554.88,301281.46
YSR Kadapa,Cotton,Summer,2018,18230,773.53,33.41,3300000,13545.11,36924.67
Sri Potti Sriramulu Nellore,Cotton,Summer,2012,27693,1065.46,34.74,3100000,19895.27,42921.36
Krishna,Maize,Kharif,2013,7959,1138.45,36.47,4200000,25783.71,206879.82
Prakasam,Rice,Kharif,2023,36854,1136.69,32.8,3300000,101614.91,294660.66
Visakhapatnam,Groundnut,Rabi,2016,43730,307.16,26.64,3600000,59249.54,85570.05
YSR Kadapa,Cotton,Summer,2019,20667,1129.7,35.92,3300000,11986.51,38168.0
Anantapur,Cotton,Kharif,2017,27401,348.95,33.96,3300000,21087.29,34637.63
Visakhapatnam,Chilies,Rabi,2017,49187,539.2,28.79,3600000,104369.34,22751.55
Krishna,Groundnut,Kharif,2013,4323,763.49,33.37,4200000,8202.84,72794.4
West Godavari,Maize,Summer,2016,1445,731.93,35.88,4300000,6216.37,265611.16
Visakhapatnam,Rice,Kharif,2019,18409,844.24,37.61,3600000,69228.14,341362.54
Chittoor,Chilies,Summer,2010,10963,731.5,37.24,2000000,20273.85,8902.68
West Godavari,Maize,Kharif,2015,16437,1140.94,27.21,4300000,51282.8,308896.03
Kurnool,Sugarcane,Summer,2015,17855,516.49,28.75,4200000,1210058.02,942359.91
Vizianagaram,Cotton,Rabi,2015,17411,546.62,23.75,3300000,14753.47,44034.93
Anantapur,Sugarcane,Summer,2021,11847,1128.66,25.96,3300000,940763.29,569172.02
East Godavari,Cotton,Rabi,2011,4236,369.07,36.12,2100000,4051.83,17644.73
Krishna,Cotton,Summer,2017,14487,848.6,27.77,4200000,9892.38,48148.66
Guntur,Sugarcane,Rabi,2023,12848,913.56,31.93,2100000,759718.21,428772.04
East Godavari,Sugarcane,Kharif,2014,14155,754.99,32.66,2100000,1029671.42,337442.74
Visakhapatnam,Maize,Summer,2014,12255,924.81,34.51,3600000,50961.64,167095.13
YSR Kadapa,Chilies,Kharif,2011,2979,455.48,24.92,3300000,4949.72,15726.86
Krishna,Chilies,Rabi,2013,22305,1067.37,26.88,4200000,46951.36,21041.04
Vizianagaram,Sugarcane,Summer,2021,10007,426.02,29.17,3300000,635713.81,933421.44
Srikakulam,Maize,Summer,2018,36094,660.73,27.84,3000000,156444.24,164163.27
Vizianagaram,Chilies,Kharif,2018,36098,367.73,37.73,3300000,63144.56,21047.44
Guntur,Maize,Summer,2015,25030,790.69,35.36,2100000,105664.15,85352.11
Anantapur,Maize,Summer,2020,34770,902.77,29.67,3300000,161469.94,226008.42
Vizianagaram,Cotton,Kharif,2018,10734,1147.1,36.07,3300000,11061.13,31951.6
Prakasam,Chilies,Summer,2013,7448,965.4,27.56,3300000,18569.96,16769.4
Srikakulam,Chilies,Kharif,2020,40605,786.99,34.57,3000000,81382.43,12475.19
East Godavari,Cotton,Kharif,2010,13396,1139.36,25.58,2100000,10641.88,22822.49
Kurnool,Sugarcane,Kharif,2011,28881,730.59,34.36,4200000,1946099.98,1173315.14
Chittoor,Cotton,Kharif,2022,32177,805.09,29.3,2000000,18447.73,21302.28
Prakasam,Chilies,Kharif,2010,41122,836.49,23.72,3300000,65760.06,23694.39
Srikakulam,Chilies,Rabi,2017,48019,668.98,26.37,3000000,70637.24,21108.2
Kurnool,Sugarcane,Rabi,2018,36297,1054.63,28.44,4200000,2840128.22,708433.03
Kurnool,Cotton,Kharif,2019,46977,466.66,33.99,4200000,35625.13,42575.0
Krishna,Rice,Rabi,2021,37680,799.36,23.17,4200000,97361.98,603662.69
Srikakulam,Rice,Rabi,2015,18916,950.01,32.55,3000000,73776.33,246259.88
Anantapur,Sugarcane,Summer,2011,32239,1113.58,33.46,3300000,2452301.65,881803.43
Visakhapatnam,Cotton,Kharif,2015,45084,1095.53,32.46,3600000,40827.27,51641.99
Guntur,Cotton,Rabi,2018,35189,757.87,34.17,2100000,29837.47,28126.22
Guntur,Maize,Summer,2021,14510,878.85,24.85,2100000,46253.45,138670.35
East Godavari,Chilies,Summer,2012,25966,654.81,31.39,2100000,38265.33,14598.66
East Godavari,Groundnut,Kharif,2018,23152,721.36,37.06,2100000,41336.2,53174.21
Guntur,Sugarcane,Kharif,2011,20202,1115.64,31.77,2100000,1173008.48,460390.28
Vizianagaram,Groundnut,Summer,2020,27445,1137.63,31.78,3300000,42217.99,55699.31
Anantapur,Groundnut,Kharif,2014,12152,1105.87,33.78,3300000,18066.32,89204.1
Vizianagaram,Sugarcane,Kharif,2020,6617,424.53,27.33,3300000,580206.4,946227.18
YSR Kadapa,Cotton,Summer,2011,2195,1065.08,33.21,3300000,1811.25,38217.65
Vizianagaram,Sugarcane,Summer,2016,39997,1153.53,36.66,3300000,2934208.29,774019.84
Chittoor,Groundnut,Kharif,2020,26433,625.12,22.17,2000000,35355.58,43292.04
Sri Potti Sriramulu Nellore,Chilies,Rabi,2019,6305,766.78,35.92,3100000,16080.48,21697.18
Visakhapatnam,Chilies,Kharif,2018,9077,1001.19,25.5,3600000,19378.02,14586.52
Chittoor,Chilies,Rabi,2016,49648,805.87,29.29,2000000,69803.92,12371.84
Krishna,Cotton,Summer,2021,32385,1194.14,35.64,4200000,26779.79,60277.95
Sri Potti Sriramulu Nellore,Rice,Rabi,2014,43113,710.14,35.18,3100000,138570.24,270399.24
Sri Potti Sriramulu Nellore,Sugarcane,Summer,2013,38968,942.55,36.27,3100000,1961988.63,912277.41
Srikakulam,Chilies,Kharif,2021,43642,1013.33,37.05,3000000,83699.23,22160.62
Anantapur,Sugarcane,Kharif,2013,34062,744.69,29.15,3300000,2775705.31,957562.5
Anantapur,Chilies,Summer,2019,7097,1071.29,32.5,3300000,14226.27,18542.41
Sri Potti Sriramulu Nellore,Cotton,Summer,2017,40180,791.54,28.25,3100000,34833.66,33110.45
YSR Kadapa,Rice,Summer,2019,42604,670.49,27.61,3300000,161616.45,427073.93
Vizianagaram,Rice,Kharif,2022,45593,397.04,28.91,3300000,175949.79,337617.44
Srikakulam,Chilies,Kharif,2019,7678,654.07,33.89,3000000,14320.36,12717.61
Visakhapatnam,Cotton,Rabi,2023,33121,960.54,30.02,3600000,24430.13,51515.84
Sri Potti Sriramulu Nellore,Maize,Summer,2019,49503,1129.16,35.02,3100000,139153.08,192881.88
Prakasam,Sugarcane,Rabi,2019,22404,526.51,33.92,3300000,1242914.4,623705.38
East Godavari,Sugarcane,Kharif,2019,6743,619.71,22.33,2100000,599682.16,341412.12
East Godavari,Groundnut,Rabi,2010,17494,438.56,32.08,2100000,31632.21,54871.37
Chittoor,Cotton,Rabi,2014,42543,921.65,28.99,2000000,29441.97,27939.2
Krishna,Groundnut,Kharif,2023,45185,1164.17,29.31,4200000,63759.32,91052.08
West Godavari,Chilies,Kharif,2011,10678,876.86,35.09,4300000,26992.98,18417.52
West Godavari,Groundnut,Summer,2022,38632,855.37,30.76,4300000,49271.25,107847.0
East Godavari,Rice,Rabi,2020,47235,798.14,36.17,2100000,168549.56,211648.57
Kurnool,Sugarcane,Kharif,2018,2648,379.61,33.4,4200000,132207.63,756640.67
Chittoor,Groundnut,Kharif,2016,16677,956.55,30.85,2000000,26812.64,46291.1
West Godavari,Rice,Rabi,2019,49686,841.84,34.07,4300000,218775.14,489034.96
East Godavari,Cotton,Kharif,2017,23765,895.33,22.61,2100000,23400.84,24396.53
Krishna,Groundnut,Summer,2015,3381,1108.93,22.43,4200000,5077.49,115647.22
West Godavari,Chilies,Summer,2018,17489,1005.56,23.33,4300000,38118.51,24492.42
Vizianagaram,Chilies,Rabi,2015,12745,1002.82,29.0,3300000,26557.49,23601.24
Vizianagaram,Chilies,Summer,2016,6818,1134.47,25.77,3300000,10093.16,22922.91
Anantapur,Sugarcane,Kharif,2016,43654,1190.94,37.75,3300000,2430060.43,828815.57
YSR Kadapa,Groundnut,Kharif,2018,34149,823.15,30.68,3300000,65478.51,55426.56
Anantapur,Cotton,Kharif,2020,28312,397.99,32.6,3300000,19333.27,46380.22
Visakhapatnam,Groundnut,Kharif,2017,38124,713.22,26.46,3600000,53221.27,103240.83
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2022,39686,1008.84,27.15,3100000,2792928.48,658770.46
Prakasam,Rice,Summer,2010,2316,324.95,27.37,3300000,10436.31,385541.06
Anantapur,Sugarcane,Summer,2013,6454,351.2,33.18,3300000,503281.16,657831.55
West Godavari,Chilies,Kharif,2016,14107,360.44,29.58,4300000,30407.9,17421.48
Srikakulam,Rice,Rabi,2020,5074,957.93,30.28,3000000,18018.99,340684.72
East Godavari,Chilies,Kharif,2017,22188,751.05,31.47,2100000,49719.08,9350.79
Srikakulam,Maize,Kharif,2016,48579,632.01,34.3,3000000,213438.55,139249.09
Krishna,Sugarcane,Rabi,2021,32968,395.06,23.45,4200000,2865556.06,954657.96
Anantapur,Sugarcane,Rabi,2012,41389,959.02,34.43,3300000,2969953.9,928571.71
Prakasam,Cotton,Kharif,2013,24102,588.92,31.01,3300000,18373.47,45911.01
Krishna,Groundnut,Summer,2021,49894,538.79,32.71,4200000,88633.99,123946.02
Kurnool,Rice,Kharif,2016,42422,887.09,27.24,4200000,175183.56,477908.1
Kurnool,Rice,Summer,2017,32957,803.11,28.55,4200000,92498.98,498290.62
Srikakulam,Cotton,Summer,2016,13872,626.17,25.7,3000000,9345.01,41264.44
Sri Potti Sriramulu Nellore,Cotton,Rabi,2015,48719,877.34,37.67,3100000,49700.51,39982.91
Chittoor,Groundnut,Rabi,2018,9349,544.1,29.95,2000000,13553.23,37119.02
Sri Potti Sriramulu Nellore,Chilies,Kharif,2018,20693,1015.35,37.94,3100000,41874.21,16720.2
West Godavari,Groundnut,Summer,2020,33627,506.39,29.84,4300000,44695.13,124735.39
Vizianagaram,Sugarcane,Summer,2022,44677,442.95,25.52,3300000,3091871.02,595510.74
Visakhapatnam,Chilies,Kharif,2016,11760,1004.2,30.12,3600000,26954.25,17037.89
Sri Potti Sriramulu Nellore,Maize,Kharif,2017,12584,937.1,22.63,3100000,49802.79,167471.61
YSR Kadapa,Groundnut,Kharif,2015,3106,464.38,36.48,3300000,4141.25,96222.18
Visakhapatnam,Cotton,Rabi,2010,14669,404.62,35.1,3600000,8890.59,31668.22
Visakhapatnam,Chilies,Kharif,2010,26223,1054.56,33.61,3600000,65922.36,22879.07
Prakasam,Groundnut,Kharif,2015,36706,998.94,31.76,3300000,67336.86,58904.06
Anantapur,Rice,Summer,2011,3483,594.53,31.28,3300000,14321.63,385159.74
Prakasam,Maize,Kharif,2023,28482,892.38,37.95,3300000,127194.07,193973.09
Visakhapatnam,Sugarcane,Summer,2017,35143,411.74,26.45,3600000,2482902.68,597483.56
Krishna,Rice,Summer,2010,25240,756.34,34.47,4200000,109403.62,616510.63
Kurnool,Rice,Rabi,2022,11015,316.86,31.3,4200000,45299.99,573147.05
Visakhapatnam,Maize,Kharif,2011,17628,652.44,37.61,3600000,83881.53,182159.63
Prakasam,Sugarcane,Kharif,2017,26443,367.36,35.24,3300000,1639495.61,588348.42
Krishna,Cotton,Summer,2021,31819,727.63,37.98,4200000,24286.17,43761.43
Prakasam,Chilies,Rabi,2015,16060,679.51,31.41,3300000,36105.49,23528.89
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2021,28437,699.95,25.27,3100000,1836592.75,553584.68
East Godavari,Groundnut,Kharif,2019,11654,340.8,30.06,2100000,17417.8,43869.92
Srikakulam,Rice,Summer,2011,15253,625.45,33.38,3000000,58078.5,343803.93
Chittoor,Groundnut,Kharif,2011,12565,980.84,34.39,2000000,18143.64,32920.76
Vizianagaram,Cotton,Kharif,2020,28597,632.02,22.01,3300000,26900.03,32591.58
Prakasam,Groundnut,Kharif,2023,28768,943.65,30.08,3300000,33217.0,80318.29
YSR Kadapa,Sugarcane,Kharif,2016,1087,632.53,25.76,3300000,86045.15,677671.64
Chittoor,Groundnut,Summer,2014,10432,680.92,36.0,2000000,12316.95,56374.71
Guntur,Cotton,Rabi,2014,9764,807.5,24.45,2100000,9863.23,30570.45
Prakasam,Cotton,Kharif,2017,1178,1155.61,32.66,3300000,837.25,36599.64
East Godavari,Cotton,Kharif,2021,27301,397.97,26.26,2100000,25712.29,24620.7
Chittoor,Sugarcane,Kharif,2021,36408,329.62,27.7,2000000,2581309.47,496626.32
Vizianagaram,Cotton,Kharif,2016,42965,847.16,37.05,3300000,25938.91,41750.76
Visakhapatnam,Rice,Rabi,2021,32913,1154.19,25.85,3600000,120903.68,303941.0
Prakasam,Cotton,Rabi,2023,19732,1190.75,23.52,3300000,19689.48,27639.99
Anantapur,Groundnut,Rabi,2018,3421,735.75,23.11,3300000,4076.16,92790.15
Srikakulam,Chilies,Rabi,2013,44715,721.27,30.07,3000000,79841.69,14308.66
East Godavari,Groundnut,Kharif,2019,21526,880.47,32.27,2100000,31110.3,50772.7
West Godavari,Chilies,Summer,2013,29317,800.07,27.24,4300000,50720.28,26601.31
West Godavari,Groundnut,Rabi,2011,2217,870.68,33.04,4300000,4210.97,78700.75
YSR Kadapa,Sugarcane,Rabi,2012,36242,1086.6,22.98,3300000,2350475.31,879857.64
Chittoor,Groundnut,Kharif,2010,1929,971.68,35.72,2000000,3167.91,56246.48
East Godavari,Sugarcane,Kharif,2010,41726,747.19,35.07,2100000,2436986.34,419901.04
Krishna,Sugarcane,Kharif,2016,35270,715.68,37.77,4200000,2053689.19,1188170.03
Vizianagaram,Cotton,Kharif,2023,34188,875.64,36.98,3300000,22031.01,28271.96
Srikakulam,Rice,Summer,2023,14580,710.14,27.7,3000000,49034.08,408097.42
Visakhapatnam,Chilies,Summer,2014,49608,712.0,28.39,3600000,101172.04,22465.4
Prakasam,Cotton,Rabi,2012,39598,314.68,33.94,3300000,22379.17,39869.86
Prakasam,Cotton,Summer,2016,31431,456.66,24.15,3300000,30167.58,31716.07
West Godavari,Sugarcane,Rabi,2023,21742,739.66,27.02,4300000,1533586.4,905828.77
Prakasam,Sugarcane,Rabi,2011,18833,1040.39,23.9,3300000,1047167.85,948560.63
Srikakulam,Chilies,Summer,2012,31885,550.85,29.28,3000000,47213.78,16890.28
Anantapur,Groundnut,Rabi,2010,6811,770.38,30.83,3300000,7538.96,80260.36
Guntur,Groundnut,Kharif,2017,9619,610.47,25.38,2100000,12330.4,61114.04
YSR Kadapa,Cotton,Rabi,2011,25255,394.32,22.43,3300000,20195.42,37175.88
Kurnool,Maize,Kharif,2016,25972,1162.47,33.51,4200000,126342.74,225075.58
Sri Potti Sriramulu Nellore,Maize,Summer,2020,14527,1069.21,22.32,3100000,72157.31,220912.43
YSR Kadapa,Groundnut,Summer,2018,49991,370.64,37.57,3300000,89938.56,94883.02
Chittoor,Maize,Rabi,2015,33874,947.81,25.55,2000000,121558.62,104824.68
Anantapur,Groundnut,Kharif,2011,5049,612.82,32.62,3300000,6694.48,80149.92
YSR Kadapa,Sugarcane,Rabi,2011,42057,1195.36,28.96,3300000,3805033.5,973242.23
Visakhapatnam,Cotton,Summer,2018,2903,572.16,22.95,3600000,2575.0,30197.86
West Godavari,Rice,Rabi,2019,45261,514.86,29.55,4300000,139874.55,355980.53
Chittoor,Cotton,Rabi,2017,6376,811.1,30.27,2000000,4577.7,23232.13
Prakasam,Groundnut,Kharif,2023,1042,1051.61,35.67,3300000,1501.71,66255.29
East Godavari,Groundnut,Summer,2023,23769,473.27,33.72,2100000,38259.2,50706.39
Visakhapatnam,Cotton,Rabi,2023,2577,938.46,23.27,3600000,2553.88,47052.24
Chittoor,Chilies,Kharif,2018,13382,355.27,25.35,2000000,21919.3,8483.52
Vizianagaram,Groundnut,Rabi,2013,23449,1127.04,26.99,3300000,26402.71,93565.38
Prakasam,Maize,Kharif,2013,39653,372.97,23.86,3300000,149642.69,163980.45
YSR Kadapa,Maize,Kharif,2011,29859,1122.81,29.31,3300000,101194.93,176045.63
YSR Kadapa,Groundnut,Rabi,2023,9576,741.73,37.75,3300000,15019.28,68371.1
Chittoor,Groundnut,Summer,2019,46874,703.28,30.23,2000000,78715.2,55515.38
East Godavari,Chilies,Summer,2010,12663,1175.98,33.87,2100000,22450.02,9654.29
Vizianagaram,Maize,Kharif,2019,37345,1191.35,32.93,3300000,166001.63,135311.76
Prakasam,Groundnut,Summer,2022,49910,885.16,35.6,3300000,67819.33,97697.23
Guntur,Groundnut,Kharif,2013,6244,414.41,25.45,2100000,10124.47,62430.59
YSR Kadapa,Chilies,Summer,2019,35902,755.55,34.06,3300000,77536.58,16176.35
Anantapur,Chilies,Rabi,2019,4892,776.25,36.1,3300000,8481.71,13308.02
YSR Kadapa,Cotton,Summer,2020,28112,763.0,24.74,3300000,24321.01,41320.69
Krishna,Chilies,Kharif,2017,5321,812.54,27.55,4200000,9881.87,26332.41
West Godavari,Rice,Kharif,2011,6776,316.85,37.52,4300000,21388.82,627047.37
Sri Potti Sriramulu Nellore,Maize,Summer,2022,44352,940.1,34.49,3100000,154978.78,156384.05
Srikakulam,Cotton,Rabi,2021,17119,941.15,26.52,3000000,12426.85,27979.59
West Godavari,Rice,Kharif,2020,31569,403.92,31.02,4300000,129501.22,529531.09
Sri Potti Sriramulu Nellore,Groundnut,Kharif,2017,39596,813.22,28.47,3100000,50313.09,74063.32
Visakhapatnam,Groundnut,Kharif,2010,34063,811.53,29.84,3600000,56673.63,93773.93
Sri Potti Sriramulu Nellore,Cotton,Kharif,2010,34181,914.21,27.68,3100000,33917.73,44007.26
Prakasam,Chilies,Kharif,2013,23340,376.86,26.47,3300000,42490.81,19665.06
Guntur,Groundnut,Rabi,2016,11187,863.85,32.8,2100000,12043.49,38012.21
Krishna,Sugarcane,Summer,2018,48084,552.68,34.46,4200000,2405808.56,1023699.82
Anantapur,Cotton,Rabi,2014,7668,756.3,35.98,3300000,4807.54,35041.75
Anantapur,Rice,Rabi,2011,16344,995.99,24.49,3300000,43819.8,368581.79
East Godavari,Cotton,Kharif,2021,9195,935.08,35.17,2100000,8450.95,30904.42
YSR Kadapa,Maize,Rabi,2016,17561,407.01,26.08,3300000,61597.7,196096.38
Srikakulam,Chilies,Kharif,2020,38122,832.07,28.84,3000000,83220.77,13571.3
Chittoor,Chilies,Rabi,2011,23298,1172.2,36.42,2000000,33804.15,11102.11
Guntur,Cotton,Kharif,2018,39250,441.09,29.27,2100000,27551.75,20157.93
Chittoor,Groundnut,Kharif,2018,17076,1067.62,25.15,2000000,21528.25,35793.51
Krishna,Groundnut,Rabi,2012,16376,932.29,24.56,4200000,21275.58,109079.37
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2022,37039,996.6,29.57,3100000,2111598.81,768798.98
Anantapur,Sugarcane,Summer,2017,44442,553.76,34.2,3300000,3331037.8,757978.46
Krishna,Chilies,Summer,2020,6392,559.1,37.96,4200000,14031.77,23021.6
Sri Potti Sriramulu Nellore,Sugarcane,Summer,2013,28106,1115.42,34.6,3100000,1552450.39,635842.5
Anantapur,Rice,Rabi,2012,15309,623.85,36.03,3300000,61334.08,284330.01
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2010,25809,356.71,33.97,3100000,1535684.8,625883.03
Srikakulam,Rice,Kharif,2014,1693,840.54,36.33,3000000,5153.72,416062.87
Guntur,Sugarcane,Summer,2022,34937,412.34,23.22,2100000,2928068.23,566400.57
West Godavari,Chilies,Kharif,2023,30233,1016.94,36.88,4300000,75020.14,31833.38
Vizianagaram,Chilies,Kharif,2020,9623,877.57,28.34,3300000,22996.16,20777.58
Visakhapatnam,Rice,Kharif,2013,41550,1087.25,36.75,3600000,114690.54,427517.22
Krishna,Cotton,Kharif,2010,47624,1006.35,23.21,4200000,49512.22,42303.71
YSR Kadapa,Chilies,Summer,2019,10174,400.9,33.44,3300000,22449.81,14087.74
Krishna,Cotton,Kharif,2017,12352,642.96,33.77,4200000,9944.85,51769.74
Vizianagaram,Groundnut,Rabi,2017,6530,997.1,37.95,3300000,12468.1,75353.09
West Godavari,Rice,Rabi,2022,5992,675.61,34.3,4300000,24965.66,572481.43
Kurnool,Chilies,Rabi,2017,24354,1175.13,28.12,4200000,54311.65,22854.31
Prakasam,Maize,Summer,2012,4312,962.17,30.92,3300000,20750.01,245831.18
Srikakulam,Groundnut,Kharif,2015,46833,313.95,27.86,3000000,65421.95,64699.71
Srikakulam,Cotton,Summer,2021,5318,1091.99,25.14,3000000,4725.2,30994.5
Vizianagaram,Chilies,Kharif,2021,47827,390.72,25.98,3300000,77895.64,23259.89
YSR Kadapa,Rice,Summer,2016,35456,426.47,25.55,3300000,160431.36,355361.98
Chittoor,Sugarcane,Summer,2018,1467,961.04,30.78,2000000,108172.52,563851.25
Sri Potti Sriramulu Nellore,Maize,Kharif,2014,28192,1078.47,36.5,3100000,134029.54,126967.94
Prakasam,Cotton,Summer,2018,43305,782.71,36.6,3300000,32717.93,42398.91
Guntur,Groundnut,Kharif,2015,36190,560.14,22.88,2100000,62707.5,35712.47
Guntur,Rice,Rabi,2019,24663,616.18,23.28,2100000,80487.9,189790.17
Vizianagaram,Maize,Rabi,2019,32246,608.6,25.92,3300000,135949.53,212858.66
Srikakulam,Rice,Rabi,2019,48372,594.01,26.08,3000000,197555.27,300841.9
Guntur,Chilies,Summer,2013,38489,518.62,23.52,2100000,59264.16,9946.69
YSR Kadapa,Sugarcane,Rabi,2022,42971,847.98,28.22,3300000,2749499.68,898305.08
Kurnool,Groundnut,Kharif,2010,41309,1110.36,31.4,4200000,63634.17,122839.32
Krishna,Rice,Rabi,2010,43637,576.37,31.25,4200000,137517.43,404319.91
East Godavari,Cotton,Rabi,2023,29273,468.02,30.69,2100000,20737.0,21462.78
YSR Kadapa,Chilies,Summer,2019,48553,1054.72,27.42,3300000,84384.96,21447.55
Visakhapatnam,Chilies,Kharif,2014,30473,967.6,33.3,3600000,50992.0,24672.69
Vizianagaram,Groundnut,Summer,2022,14679,1137.75,35.22,3300000,26627.91,98961.3
Chittoor,Chilies,Summer,2023,28445,448.97,27.54,2000000,71352.2,9913.6
Sri Potti Sriramulu Nellore,Cotton,Kharif,2012,46310,429.83,23.37,3100000,41497.53,36878.62
Visakhapatnam,Rice,Summer,2014,18870,787.29,26.74,3600000,47420.29,321772.77
Sri Potti Sriramulu Nellore,Groundnut,Kharif,2014,48229,852.99,24.2,3100000,84767.77,63958.46
Anantapur,Chilies,Rabi,2010,26992,732.16,29.48,3300000,55018.54,13719.39
Visakhapatnam,Chilies,Kharif,2023,30433,839.07,24.49,3600000,70292.08,17056.57
East Godavari,Cotton,Kharif,2017,12038,462.34,29.41,2100000,9268.33,24246.21
Srikakulam,Sugarcane,Kharif,2014,26933,731.65,25.54,3000000,1366414.52,548778.83
Kurnool,Sugarcane,Summer,2014,46020,892.28,33.82,4200000,3572683.98,1194957.39
Krishna,Chilies,Kharif,2018,30236,689.44,22.44,4200000,58444.8,27241.54
Krishna,Rice,Kharif,2017,10770,911.5,30.88,4200000,46154.74,344154.38
Kurnool,Groundnut,Kharif,2022,4749,706.07,24.71,4200000,8141.33,118750.05
Prakasam,Chilies,Rabi,2010,45585,600.24,22.02,3300000,83487.75,24488.06
Anantapur,Maize,Kharif,2012,36271,573.24,35.91,3300000,164590.42,189965.01
Sri Potti Sriramulu Nellore,Groundnut,Summer,2021,8855,669.81,32.74,3100000,13244.31,63254.1
East Godavari,Sugarcane,Kharif,2016,47146,320.78,23.58,2100000,2705079.35,413458.55
Guntur,Chilies,Kharif,2010,45097,901.67,32.63,2100000,85858.54,9042.53
Visakhapatnam,Cotton,Rabi,2010,24439,1060.6,31.79,3600000,16296.66,41188.56
Anantapur,Maize,Kharif,2014,31290,619.16,29.57,3300000,87985.72,137791.17
YSR Kadapa,Chilies,Summer,2018,12101,341.43,28.71,3300000,20525.17,19019.32
Vizianagaram,Rice,Kharif,2015,28240,1188.1,36.19,3300000,81613.45,322338.69
Visakhapatnam,Maize,Summer,2019,17783,537.33,25.92,3600000,49977.5,204030.43
East Godavari,Chilies,Rabi,2011,45917,413.96,28.37,2100000,107478.4,11475.12
Chittoor,Rice,Kharif,2020,27809,632.78,27.27,2000000,72627.89,202716.0
Chittoor,Maize,Rabi,2018,48387,964.7,34.34,2000000,187632.29,111404.68
Anantapur,Rice,Kharif,2015,18923,564.52,36.66,3300000,62967.32,373501.83
Srikakulam,Rice,Summer,2014,48753,817.23,35.6,3000000,138017.65,415075.27
East Godavari,Maize,Rabi,2014,16026,674.0,34.76,2100000,82060.88,132935.08
East Godavari,Maize,Kharif,2021,42196,405.99,37.79,2100000,179289.14,115837.01
